;day;hour;minute;fail_fee;amount;3D_secured;enc_PSP;enc_card;enc_weekday;current_number_of_try
49521;27;23;59;1,0;299;1;3;2;6;3
587;1;11;9;1,0;188;1;3;1;5;2
9346;10;7;41;1,0;371;0;3;0;4;1
46037;23;12;58;1,0;180;0;3;1;2;1
46305;23;21;34;1,0;177;0;3;1;2;2
47484;25;14;41;5,0;244;1;0;0;1;3
43732;20;13;12;1,0;200;0;3;1;6;4
49741;28;6;26;1,0;346;1;3;1;4;3
26475;1;4;35;1,0;139;0;3;1;0;2
46443;24;1;54;1,0;425;0;3;0;3;2
21953;26;8;52;0,5;378;0;2;2;2;2
30090;4;16;31;0,5;90;0;2;1;1;2
16299;18;22;7;5,0;342;0;0;0;0;1
30930;5;11;35;1,0;216;0;3;2;5;3
645;1;12;24;1,0;199;1;3;0;5;3
30129;4;17;27;1,0;257;0;3;1;1;4
44517;21;10;51;1,0;144;0;3;2;4;1
9587;10;13;56;1,0;216;0;3;1;4;3
32220;6;17;26;1,0;269;0;3;1;6;1
11739;13;6;36;0,5;75;0;2;0;3;1
15036;17;6;19;1,0;275;1;3;0;4;1
32994;7;11;41;1,0;32;1;3;0;4;2
23172;28;6;27;2,0;42;0;1;2;1;1
24217;29;12;17;0,5;136;0;2;2;5;1
26515;1;5;29;5,0;266;0;0;1;0;1
36632;11;20;54;1,0;15;0;3;1;1;2
26819;1;12;16;1,0;153;0;3;1;0;2
43360;20;2;14;5,0;162;0;0;1;6;1
9752;10;18;18;1,0;231;1;3;1;4;1
8004;8;20;14;1,0;148;1;3;1;5;1
16154;18;17;45;1,0;137;0;3;0;0;1
20095;23;20;21;0,5;237;0;2;1;6;1
8438;9;7;46;0,5;194;0;2;2;6;1
26170;31;21;15;2,0;333;0;1;2;4;1
1529;2;6;7;1,0;223;1;3;1;6;4
1125;1;21;25;1,0;328;0;3;1;5;1
33691;8;5;5;1,0;411;0;3;1;0;1
1283;2;0;41;1,0;130;0;3;1;6;1
42870;19;11;23;1,0;290;0;3;1;5;1
31852;6;8;42;1,0;163;1;3;2;6;2
49081;27;11;17;5,0;129;0;0;0;6;3
39951;15;16;11;1,0;90;0;3;1;0;2
44918;21;23;24;1,0;218;0;3;2;4;1
15149;17;9;33;1,0;124;0;3;2;4;1
2591;3;3;41;1,0;364;1;3;1;4;3
5906;6;15;50;5,0;266;0;0;2;3;1
11205;12;10;37;0,5;70;1;2;1;2;1
39901;15;14;50;2,0;171;1;1;0;0;1
2307;2;22;11;0,5;189;0;2;1;6;1
25188;30;15;45;0,5;30;0;2;1;6;4
20074;23;19;54;0,5;421;0;2;0;6;4
17071;19;23;39;5,0;305;0;0;0;2;1
46971;25;0;14;1,0;121;0;3;2;1;2
33380;7;21;34;0,5;388;0;2;1;4;5
23551;28;17;6;0,5;86;0;2;0;1;1
19584;23;6;6;0,5;136;0;2;0;6;1
43936;20;18;52;1,0;250;0;3;0;6;1
6629;7;11;49;0,5;248;0;2;1;1;1
4135;4;14;20;5,0;234;0;0;1;0;2
1898;2;13;40;2,0;43;1;1;1;6;2
13937;15;23;15;0,5;317;1;2;1;5;3
282;1;5;25;1,0;247;1;3;1;5;4
258;1;4;54;5,0;257;0;0;1;5;1
11116;12;7;46;2,0;195;0;1;1;2;1
6530;7;9;29;1,0;78;1;3;1;1;4
37711;13;0;2;1,0;254;0;3;0;6;1
19206;22;19;10;1,0;304;0;3;0;5;4
14721;16;21;28;0,5;99;1;2;1;6;1
11531;12;22;13;1,0;160;0;3;1;2;2
19909;23;14;55;1,0;314;1;3;0;6;1
29139;3;19;0;1,0;223;0;3;1;3;2
6971;7;19;59;1,0;200;0;3;1;1;5
13521;15;11;45;2,0;263;0;1;1;5;1
37991;13;6;56;2,0;100;0;1;2;6;2
2285;2;21;37;2,0;310;0;1;1;6;2
22447;27;3;4;1,0;283;1;3;0;3;1
40846;16;19;46;2,0;110;0;1;1;2;1
21038;25;0;58;1,0;53;0;3;1;0;4
21384;25;12;12;2,0;305;0;1;2;0;1
6710;7;14;1;1,0;160;0;3;1;1;6
49495;27;23;23;0,5;140;0;2;1;6;2
10403;11;11;6;1,0;105;0;3;0;0;2
21800;26;3;6;2,0;208;0;1;2;2;1
33243;7;18;5;1,0;72;0;3;0;4;2
6411;7;6;11;1,0;253;0;3;2;1;1
2551;3;2;53;1,0;139;0;3;0;4;2
29450;4;2;54;0,5;122;0;2;1;1;3
6852;7;17;31;2,0;240;1;1;1;1;1
32658;7;3;39;1,0;206;1;3;1;4;2
38314;13;15;14;0,5;9;1;2;1;6;1
13489;15;10;57;2,0;243;0;1;1;5;2
23128;28;4;42;1,0;62;0;3;2;1;2
26390;1;2;46;0,5;198;0;2;1;0;1
21253;25;7;55;1,0;122;0;3;1;0;2
18658;22;3;18;2,0;148;0;1;1;5;1
41971;18;10;5;0,5;260;0;2;1;1;1
23648;28;20;11;1,0;41;0;3;1;1;3
25643;31;5;16;1,0;86;0;3;1;4;1
42951;19;13;44;1,0;263;1;3;2;5;1
20354;24;4;2;1,0;294;1;3;1;4;1
13565;15;12;56;2,0;89;0;1;2;5;2
22263;26;20;39;2,0;80;0;1;1;2;2
16280;18;21;18;2,0;12;0;1;1;0;1
34881;9;15;24;1,0;266;0;3;2;2;1
29118;3;18;22;2,0;195;0;1;1;3;2
39961;15;16;24;1,0;260;0;3;1;0;1
18489;21;22;13;0,5;103;1;2;1;1;4
6823;7;16;38;0,5;129;0;2;2;1;2
27624;2;5;47;0,5;336;0;2;1;2;3
781;1;14;55;2,0;40;0;1;0;5;3
14939;17;3;24;5,0;71;1;0;2;4;1
18133;21;12;50;1,0;115;0;3;2;1;2
30798;5;8;45;1,0;50;0;3;2;5;2
30932;5;11;38;2,0;237;1;1;1;5;1
10983;12;4;2;2,0;113;0;1;1;2;4
6519;7;9;8;1,0;229;1;3;0;1;1
5774;6;11;15;1,0;198;0;3;1;3;1
30933;5;11;38;2,0;237;1;1;1;5;2
13171;15;3;28;1,0;209;0;3;2;5;2
30573;5;3;29;1,0;112;0;3;1;5;2
9283;10;5;36;1,0;323;1;3;0;4;3
9369;10;8;6;1,0;114;0;3;1;4;1
12819;14;18;47;2,0;228;0;1;1;1;5
18708;22;4;58;1,0;222;0;3;2;5;1
43039;19;16;15;1,0;102;0;3;1;5;2
37823;13;2;51;1,0;224;0;3;1;6;3
10800;11;22;45;0,5;254;0;2;1;0;2
49093;27;11;43;0,5;228;0;2;2;6;1
1727;2;10;14;2,0;173;0;1;1;6;2
16994;19;21;11;0,5;255;0;2;1;2;1
4666;5;2;57;2,0;143;0;1;1;2;1
30651;5;5;9;5,0;83;0;0;2;5;2
24487;29;19;37;1,0;277;0;3;1;5;1
8535;9;10;1;1,0;258;0;3;1;6;1
27733;2;8;38;0,5;385;0;2;2;2;1
3750;4;5;25;1,0;259;0;3;2;0;1
12924;14;21;14;0,5;274;0;2;1;1;2
12722;14;16;1;1,0;47;0;3;1;1;1
30575;5;3;33;0,5;142;0;2;1;5;1
11407;12;17;39;0,5;268;1;2;1;2;1
97;1;1;42;2,0;105;0;1;1;5;4
3137;3;15;51;0,5;330;0;2;2;4;1
46136;23;15;53;1,0;355;1;3;1;2;1
14357;16;11;44;2,0;240;0;1;1;6;1
17921;21;6;43;0,5;186;0;2;2;1;2
13140;15;2;43;1,0;240;1;3;1;5;3
3648;4;2;45;0,5;107;0;2;0;0;1
43617;20;9;59;5,0;171;0;0;0;6;1
12485;14;9;9;2,0;77;1;1;1;1;1
1633;2;8;1;2,0;141;1;1;0;6;5
21008;25;0;22;0,5;269;0;2;1;0;2
45232;22;9;39;1,0;291;0;3;1;0;1
44629;21;14;7;0,5;34;0;2;1;4;1
50018;28;14;37;2,0;135;0;1;2;4;1
18474;21;21;49;1,0;246;0;3;1;1;1
23481;28;14;59;1,0;213;0;3;0;1;4
6171;7;0;14;1,0;203;0;3;0;1;1
7521;8;9;5;0,5;366;1;2;1;5;1
33340;7;20;42;2,0;207;0;1;1;4;1
32316;6;19;38;2,0;210;0;1;2;6;1
9879;10;21;27;2,0;246;1;1;1;4;1
49167;27;13;41;1,0;125;0;3;1;6;1
19446;23;1;49;2,0;295;0;1;1;6;1
33365;7;21;17;0,5;252;0;2;1;4;1
15352;17;15;45;1,0;239;1;3;1;4;1
23017;28;1;47;5,0;200;0;0;0;1;1
49627;28;3;5;0,5;251;1;2;0;4;2
24259;29;13;34;1,0;175;0;3;1;5;1
47718;25;21;33;1,0;207;0;3;1;1;2
7345;8;4;52;1,0;125;0;3;0;5;1
6304;7;3;41;1,0;232;0;3;0;1;1
47698;25;21;4;1,0;92;0;3;1;1;2
49642;28;3;22;1,0;173;0;3;1;4;2
16376;19;0;44;1,0;141;0;3;1;2;5
47902;26;2;25;0,5;373;1;2;1;5;2
29055;3;16;59;1,0;298;0;3;1;3;1
22360;26;23;51;0,5;51;0;2;0;2;1
18322;21;18;12;1,0;217;0;3;2;1;1
48236;26;11;13;2,0;208;0;1;1;5;1
49460;27;22;19;2,0;218;0;1;0;6;1
34521;9;3;59;2,0;314;0;1;1;2;5
28228;2;19;59;5,0;98;0;0;1;2;1
18745;22;5;54;1,0;162;1;3;1;5;3
20644;24;12;56;1,0;234;0;3;1;4;2
5432;6;0;16;1,0;313;0;3;1;3;1
22669;27;11;57;1,0;290;0;3;1;3;2
45951;23;10;11;2,0;168;0;1;2;2;3
47479;25;14;33;0,5;273;0;2;1;1;3
2539;3;2;38;1,0;298;0;3;1;4;3
11929;13;13;48;2,0;198;1;1;1;3;1
48461;26;17;26;1,0;30;1;3;1;5;2
41903;18;8;11;2,0;166;0;1;1;1;1
48813;27;3;15;1,0;204;0;3;1;6;1
1171;1;22;24;2,0;309;0;1;1;5;1
7927;8;18;17;1,0;85;1;3;2;5;2
14289;16;9;39;0,5;368;0;2;1;6;4
31358;5;20;56;1,0;183;1;3;2;5;1
32262;6;18;32;1,0;95;0;3;0;6;1
47873;26;1;39;0,5;195;0;2;1;5;1
36768;12;0;11;2,0;193;0;1;2;5;2
17073;19;23;40;1,0;305;0;3;0;2;2
47299;25;9;18;1,0;268;0;3;1;1;1
15892;18;10;13;2,0;354;0;1;2;0;4
49290;27;17;24;0,5;204;0;2;0;6;1
18681;22;4;3;2,0;43;0;1;1;5;1
40785;16;17;32;1,0;338;0;3;1;2;1
2643;3;4;44;0,5;90;0;2;1;4;1
30314;4;21;32;1,0;282;1;3;0;1;3
5347;5;22;0;1,0;110;1;3;1;2;3
30508;5;2;20;0,5;53;0;2;2;5;1
41800;18;5;18;1,0;56;0;3;1;1;2
32972;7;11;5;1,0;205;0;3;2;4;1
7896;8;17;30;0,5;307;0;2;2;5;5
9833;10;20;25;1,0;229;0;3;2;4;1
34782;9;12;9;5,0;163;0;0;2;2;1
28047;2;15;54;1,0;286;0;3;0;2;1
32591;7;1;52;2,0;95;0;1;0;4;1
17015;19;21;56;0,5;152;0;2;1;2;1
8461;9;8;20;1,0;284;0;3;1;6;3
19675;23;8;34;0,5;74;0;2;1;6;2
34742;9;11;8;0,5;195;0;2;0;2;1
162;1;2;59;2,0;329;0;1;1;5;2
37766;13;1;28;1,0;71;0;3;1;6;1
48010;26;5;37;0,5;111;0;2;0;5;1
9557;10;13;18;2,0;305;0;1;1;4;3
27037;1;16;53;1,0;345;0;3;2;0;1
37481;12;18;32;1,0;283;0;3;1;5;3
9067;9;23;54;0,5;87;0;2;0;6;1
1431;2;3;57;1,0;92;0;3;2;6;1
15261;17;12;48;1,0;232;0;3;1;4;1
23252;28;8;55;1,0;168;0;3;1;1;3
45603;22;21;46;2,0;195;0;1;1;0;1
13975;16;0;19;0,5;270;1;2;1;6;1
1619;2;7;43;0,5;236;0;2;0;6;2
7710;8;13;26;0,5;39;0;2;0;5;1
7736;8;14;4;2,0;275;0;1;1;5;2
37051;12;6;57;0,5;231;0;2;1;5;1
7531;8;9;25;2,0;153;1;1;0;5;1
46907;24;21;36;2,0;105;1;1;1;3;2
17069;19;23;36;1,0;264;1;3;2;2;1
13493;15;11;3;1,0;232;0;3;2;5;1
42821;19;9;45;1,0;146;1;3;1;5;2
43619;20;10;2;2,0;30;0;1;1;6;1
3384;3;20;37;1,0;267;1;3;1;4;4
2839;3;8;43;0,5;32;0;2;0;4;1
29312;3;23;39;1,0;211;0;3;2;3;1
5105;5;14;43;2,0;221;0;1;2;2;3
15078;17;7;39;0,5;375;0;2;2;4;1
29309;3;23;34;0,5;285;1;2;2;3;2
19715;23;9;51;0,5;327;0;2;0;6;1
26201;31;21;58;1,0;231;1;3;2;4;1
43363;20;2;16;1,0;99;0;3;1;6;2
25279;30;18;23;2,0;8;0;1;1;6;1
2096;2;17;51;5,0;148;0;0;0;6;2
42963;19;14;8;0,5;47;1;2;0;5;1
22436;27;2;31;1,0;131;0;3;1;3;1
7999;8;20;8;0,5;303;0;2;1;5;1
29252;3;22;1;0,5;150;0;2;1;3;2
16370;19;0;39;1,0;207;0;3;2;2;2
5017;5;12;30;1,0;253;0;3;1;2;6
25122;30;13;43;5,0;285;0;0;1;6;6
17833;21;4;29;1,0;203;1;3;1;1;1
23284;28;10;7;1,0;163;0;3;0;1;2
18994;22;12;58;1,0;188;0;3;2;5;2
18284;21;17;11;2,0;313;0;1;0;1;2
24570;29;21;41;0,5;75;1;2;1;5;1
35525;10;14;2;1,0;168;0;3;2;3;3
32373;6;20;54;1,0;88;0;3;2;6;8
6397;7;5;40;0,5;262;0;2;1;1;1
42845;19;10;35;1,0;226;0;3;0;5;1
28272;2;20;59;5,0;38;0;0;1;2;4
46698;24;12;50;2,0;276;0;1;1;3;1
46850;24;19;1;5,0;233;0;0;0;3;2
34865;9;14;57;0,5;221;0;2;1;2;1
8329;9;4;26;0,5;187;0;2;2;6;1
30268;4;20;36;1,0;187;0;3;1;1;2
41796;18;5;13;1,0;220;0;3;1;1;2
3471;3;22;30;2,0;286;1;1;1;4;2
45657;23;0;7;1,0;211;0;3;1;2;2
14472;16;14;57;2,0;259;0;1;1;6;4
18509;21;22;50;1,0;220;0;3;1;1;1
30254;4;20;21;5,0;165;0;0;0;1;1
34501;9;3;31;2,0;178;0;1;1;2;2
18394;21;19;55;2,0;242;0;1;0;1;1
30447;5;1;10;1,0;197;0;3;1;5;3
34051;8;15;19;5,0;12;0;0;2;0;2
45253;22;10;30;1,0;150;1;3;1;0;1
12448;14;8;27;1,0;214;0;3;1;1;1
10028;11;0;50;0,5;213;1;2;1;0;2
21621;25;21;1;2,0;143;0;1;1;0;1
33787;8;7;28;1,0;181;0;3;1;0;1
16184;18;18;42;0,5;209;0;2;0;0;1
48366;26;14;34;0,5;280;0;2;1;5;1
9518;10;12;11;2,0;331;0;1;2;4;3
27386;2;0;16;1,0;314;0;3;1;2;3
25051;30;11;43;0,5;346;0;2;1;6;3
19194;22;18;54;1,0;335;0;3;1;5;2
1651;2;8;25;1,0;87;0;3;0;6;1
33598;8;2;48;2,0;162;0;1;2;0;1
33937;8;11;40;5,0;54;1;0;0;0;2
10720;11;20;29;1,0;207;0;3;1;0;2
6256;7;2;18;1,0;318;0;3;1;1;3
28854;3;11;56;1,0;278;1;3;1;3;2
5469;6;1;34;1,0;100;0;3;1;3;1
29411;4;2;2;2,0;151;0;1;1;1;4
16044;18;14;33;1,0;133;1;3;1;0;1
10258;11;6;54;1,0;184;0;3;1;0;1
43934;20;18;48;1,0;281;0;3;2;6;2
13428;15;9;45;2,0;49;0;1;2;5;1
37861;13;3;36;0,5;300;0;2;2;6;4
21817;26;3;41;1,0;139;0;3;2;2;3
541;1;10;21;2,0;220;1;1;1;5;2
42092;18;13;19;1,0;203;0;3;1;1;4
12693;14;15;14;1,0;194;0;3;1;1;1
5997;6;18;37;1,0;403;1;3;1;3;1
3390;3;20;42;5,0;83;0;0;1;4;1
44848;21;21;13;1,0;249;0;3;0;4;1
43922;20;18;25;1,0;204;1;3;0;6;2
28731;3;8;58;1,0;19;0;3;1;3;1
14226;16;8;12;2,0;320;0;1;0;6;1
16029;18;14;3;1,0;269;1;3;1;0;1
50256;28;21;41;5,0;32;1;0;2;4;2
43543;20;7;37;0,5;254;0;2;0;6;5
11005;12;4;50;1,0;203;1;3;0;2;1
36727;11;23;3;1,0;266;0;3;2;1;2
27523;2;3;30;2,0;192;0;1;2;2;1
6643;7;12;19;1,0;171;0;3;1;1;2
29750;4;9;22;0,5;270;1;2;1;1;6
23225;28;8;4;0,5;245;1;2;2;1;1
16087;18;15;47;0,5;266;0;2;1;0;3
3586;4;1;22;2,0;208;0;1;1;0;5
29197;3;20;26;0,5;11;0;2;1;3;2
36060;11;6;55;1,0;164;0;3;0;1;2
2563;3;3;10;0,5;38;0;2;1;4;1
43590;20;9;1;1,0;237;0;3;2;6;1
27766;2;9;47;1,0;224;0;3;1;2;2
47516;25;15;19;2,0;271;1;1;0;1;2
37804;13;2;32;2,0;38;1;1;1;6;1
33848;8;9;24;0,5;87;0;2;1;0;1
38659;14;0;51;2,0;270;1;1;2;4;3
26661;1;8;52;1,0;226;0;3;0;0;2
14537;16;16;45;1,0;202;0;3;1;6;1
2023;2;16;16;2,0;227;0;1;1;6;1
13109;15;1;51;1,0;304;0;3;2;5;1
49054;27;10;29;1,0;162;0;3;1;6;2
7909;8;17;46;0,5;231;0;2;2;5;1
48705;27;0;3;1,0;121;0;3;1;6;1
23705;28;21;39;1,0;225;0;3;1;1;1
1013;1;19;8;0,5;158;0;2;2;5;2
18313;21;17;56;0,5;208;0;2;1;1;2
42003;18;10;59;1,0;208;0;3;1;1;1
38019;13;7;39;0,5;318;0;2;1;6;1
9596;10;14;18;2,0;259;0;1;1;4;1
34947;9;17;35;1,0;208;1;3;2;2;1
17081;20;0;2;1,0;378;1;3;2;3;1
23762;28;23;42;1,0;294;0;3;2;1;1
12087;13;20;49;1,0;126;0;3;1;3;1
5110;5;14;48;1,0;90;0;3;1;2;2
24286;29;14;14;1,0;118;0;3;0;5;1
34546;9;4;42;1,0;270;1;3;1;2;1
36751;11;23;37;1,0;333;0;3;1;1;1
15379;17;16;23;1,0;171;0;3;2;4;3
23928;29;4;9;0,5;176;0;2;1;5;2
40372;16;4;39;1,0;168;0;3;2;2;1
19873;23;14;8;1,0;242;0;3;1;6;1
13944;15;23;25;2,0;301;0;1;1;5;2
26832;1;12;28;0,5;303;0;2;1;0;1
35851;11;1;6;5,0;301;1;0;1;1;1
10805;11;22;58;2,0;118;1;1;1;0;2
19033;22;14;8;1,0;133;0;3;2;5;1
43241;19;22;37;0,5;229;0;2;0;5;1
19363;22;23;12;0,5;53;1;2;1;5;2
37900;13;4;55;0,5;203;1;2;2;6;2
2159;2;19;21;0,5;127;1;2;1;6;2
31656;6;3;56;2,0;324;0;1;0;6;1
11329;12;14;53;1,0;25;0;3;1;2;2
25498;31;0;40;1,0;128;0;3;1;4;3
14042;16;2;32;0,5;264;0;2;0;6;2
14566;16;17;41;0,5;119;0;2;1;6;1
39213;14;17;38;0,5;218;1;2;2;4;2
36735;11;23;16;0,5;254;0;2;1;1;2
34196;8;18;41;0,5;235;0;2;1;0;3
3081;3;14;43;1,0;246;1;3;1;4;2
2520;3;2;18;2,0;192;1;1;1;4;2
44522;21;11;1;1,0;42;0;3;2;4;3
48368;26;14;37;2,0;235;0;1;1;5;1
42815;19;9;40;0,5;316;0;2;2;5;3
48578;26;20;37;5,0;303;0;0;1;5;1
38787;14;4;40;0,5;192;0;2;1;4;1
16832;19;16;10;1,0;268;1;3;0;2;1
25860;31;11;40;1,0;207;0;3;1;4;1
22656;27;11;42;2,0;50;0;1;1;3;1
36495;11;17;21;0,5;246;1;2;1;1;1
41321;17;14;12;1,0;204;1;3;1;3;1
22663;27;11;48;1,0;163;1;3;1;3;4
29806;4;10;45;2,0;257;0;1;2;1;1
36068;11;7;12;5,0;180;0;0;1;1;1
9496;10;11;29;2,0;342;0;1;1;4;1
39019;14;11;18;2,0;121;0;1;0;4;1
5926;6;16;19;0,5;257;0;2;2;3;2
29725;4;8;42;2,0;171;0;1;1;1;6
16406;19;2;0;1,0;123;0;3;1;2;2
18450;21;21;9;0,5;31;0;2;1;1;3
18037;21;9;59;1,0;80;1;3;0;1;2
8894;9;19;32;1,0;165;0;3;0;6;2
8706;9;14;10;0,5;156;0;2;2;6;1
1376;2;2;57;1,0;390;0;3;0;6;1
1724;2;10;11;1,0;52;1;3;1;6;4
27044;1;16;59;1,0;256;0;3;1;0;1
3754;4;5;28;2,0;300;0;1;1;0;3
43285;20;0;13;0,5;111;0;2;0;6;1
29739;4;9;10;0,5;178;0;2;2;1;3
20567;24;10;38;2,0;244;0;1;1;4;1
46486;24;3;47;2,0;129;1;1;0;3;1
36850;12;2;11;1,0;218;0;3;1;5;1
26062;31;17;51;1,0;420;0;3;0;4;1
44638;21;14;22;2,0;219;0;1;0;4;4
24858;30;5;32;1,0;411;1;3;0;6;2
45268;22;11;4;0,5;143;1;2;0;0;1
13057;15;0;38;1,0;178;0;3;1;5;1
19921;23;15;30;1,0;129;0;3;1;6;1
28444;3;1;3;1,0;73;0;3;2;3;1
23387;28;12;40;1,0;31;1;3;0;1;1
43541;20;7;35;2,0;254;0;1;0;6;3
20714;24;15;29;5,0;150;0;0;0;4;3
28927;3;13;40;1,0;215;1;3;1;3;1
42719;19;7;6;2,0;110;0;1;2;5;1
14571;16;17;53;1,0;270;0;3;1;6;1
29334;4;0;17;0,5;238;1;2;1;1;2
17030;19;22;11;0,5;86;1;2;1;2;1
23911;29;3;34;1,0;184;0;3;0;5;3
33069;7;13;56;1,0;208;0;3;1;4;1
14215;16;7;46;1,0;179;1;3;1;6;2
15997;18;13;12;1,0;223;0;3;1;0;2
39933;15;15;42;0,5;232;1;2;2;0;2
28044;2;15;49;2,0;44;0;1;1;2;2
47628;25;19;5;1,0;71;0;3;1;1;1
43950;20;19;10;2,0;199;0;1;1;6;1
37643;12;22;23;0,5;252;1;2;1;5;1
10736;11;20;49;2,0;298;0;1;1;0;2
30841;5;9;31;0,5;119;0;2;2;5;1
12258;14;2;33;0,5;265;0;2;0;1;1
18544;21;23;43;2,0;215;0;1;1;1;1
33453;7;23;24;1,0;197;1;3;1;4;1
48810;27;3;2;1,0;108;0;3;0;6;1
11435;12;18;32;1,0;268;0;3;2;2;1
48328;26;13;29;0,5;330;0;2;0;5;3
14291;16;9;42;1,0;254;0;3;1;6;1
2461;3;1;6;1,0;35;1;3;1;4;4
12275;14;2;57;5,0;228;1;0;2;1;2
27413;2;0;53;2,0;15;0;1;1;2;1
11889;13;12;12;1,0;178;0;3;1;3;3
39896;15;14;41;0,5;310;0;2;1;0;1
38714;14;2;36;1,0;35;1;3;2;4;3
4583;5;0;43;0,5;164;0;2;0;2;1
22168;26;16;54;2,0;228;1;1;1;2;2
45000;22;2;0;1,0;44;0;3;1;0;2
26806;1;12;2;1,0;204;0;3;1;0;7
23953;29;4;47;1,0;320;0;3;1;5;1
45838;23;6;3;1,0;420;1;3;0;2;3
16905;19;18;33;0,5;205;0;2;0;2;1
29921;4;13;3;0,5;173;0;2;1;1;1
48982;27;8;8;0,5;135;0;2;1;6;2
3983;4;10;26;1,0;114;0;3;1;0;2
47454;25;13;44;0,5;148;0;2;1;1;2
39071;14;12;56;1,0;74;1;3;2;4;1
42676;19;5;59;1,0;335;0;3;1;5;3
33548;8;1;33;0,5;43;0;2;0;0;2
17153;20;3;19;1,0;304;1;3;1;3;1
21991;26;10;21;0,5;257;0;2;1;2;1
5978;6;17;53;2,0;254;0;1;0;3;1
25227;30;16;50;1,0;102;0;3;1;6;1
20131;23;21;18;2,0;128;0;1;2;6;3
34964;9;18;0;1,0;209;0;3;1;2;2
46857;24;19;13;1,0;295;0;3;2;3;2
50193;28;19;50;2,0;115;1;1;1;4;1
20669;24;13;34;0,5;114;0;2;2;4;1
12504;14;9;35;1,0;346;1;3;1;1;3
42600;19;3;57;1,0;339;0;3;2;5;1
26189;31;21;42;5,0;101;0;0;0;4;3
6979;7;20;17;1,0;220;1;3;1;1;1
32125;6;15;1;1,0;69;0;3;1;6;3
11824;13;9;55;1,0;160;0;3;1;3;2
25538;31;2;12;5,0;120;0;0;1;4;1
31182;5;16;54;1,0;129;0;3;0;5;2
35144;9;23;52;1,0;131;1;3;0;2;2
17630;20;22;31;1,0;281;0;3;0;3;1
23888;29;2;57;0,5;235;0;2;1;5;1
44251;21;3;5;1,0;182;1;3;2;4;2
39279;14;19;20;0,5;64;1;2;1;4;3
13279;15;5;55;0,5;103;0;2;1;5;1
28270;2;20;58;5,0;38;0;0;1;2;2
49271;27;16;41;1,0;172;0;3;2;6;1
47241;25;7;46;1,0;200;1;3;0;1;2
5439;6;0;34;0,5;232;0;2;2;3;1
10759;11;21;30;0,5;275;0;2;0;0;1
39261;14;18;52;0,5;146;0;2;2;4;2
41732;18;3;14;1,0;10;1;3;1;1;5
29956;4;13;42;1,0;229;1;3;1;1;1
27065;1;17;25;2,0;169;0;1;1;0;1
28138;2;17;54;1,0;207;0;3;1;2;3
38278;13;14;5;0,5;140;0;2;0;6;1
38098;13;9;39;1,0;41;1;3;1;6;2
45454;22;16;46;1,0;200;0;3;1;0;1
4531;4;23;26;0,5;196;0;2;1;0;1
9866;10;21;5;0,5;296;0;2;1;4;1
10142;11;4;3;1,0;51;0;3;1;0;1
44857;21;21;25;2,0;171;1;1;2;4;1
28903;3;13;5;0,5;291;1;2;2;3;4
22804;27;17;38;0,5;25;1;2;1;3;1
16531;19;6;4;0,5;308;0;2;1;2;1
18052;21;10;19;0,5;192;1;2;1;1;1
11280;12;13;15;1,0;222;0;3;2;2;1
35479;10;12;28;1,0;47;1;3;2;3;1
24034;29;7;14;5,0;230;0;0;1;5;1
28082;2;16;36;1,0;54;0;3;0;2;3
7788;8;15;10;0,5;194;0;2;0;5;2
36224;11;10;41;0,5;157;0;2;1;1;3
28758;3;9;41;1,0;271;1;3;1;3;2
4940;5;10;12;2,0;380;0;1;2;2;1
41991;18;10;41;1,0;253;0;3;0;1;1
26724;1;10;18;2,0;231;0;1;2;0;1
22614;27;9;39;1,0;330;0;3;2;3;2
39851;15;13;30;1,0;192;1;3;0;0;3
30111;4;17;13;0,5;172;0;2;2;1;1
31186;5;16;57;5,0;129;0;0;0;5;6
25431;30;22;40;0,5;111;0;2;1;6;7
7099;7;22;54;1,0;163;0;3;2;1;3
8080;8;22;13;1,0;298;0;3;1;5;1
23472;28;14;50;2,0;266;1;1;1;1;2
48011;26;5;40;2,0;60;0;1;1;5;1
48493;26;18;9;1,0;153;1;3;0;5;2
27425;2;1;7;2,0;120;0;1;2;2;1
41674;18;1;43;0,5;319;1;2;0;1;1
25364;30;20;52;0,5;366;0;2;0;6;1
28671;3;6;56;1,0;48;0;3;1;3;1
20281;24;2;11;2,0;351;0;1;1;4;1
47731;25;21;50;2,0;299;0;1;2;1;1
23561;28;17;27;1,0;162;0;3;1;1;3
42080;18;13;6;2,0;237;0;1;2;1;2
6172;7;0;15;1,0;203;0;3;0;1;1
3631;4;2;21;1,0;58;1;3;2;0;2
39040;14;11;58;1,0;101;0;3;1;4;1
25000;30;10;11;0,5;207;0;2;2;6;1
33160;7;16;15;1,0;82;1;3;1;4;1
3191;3;17;9;1,0;391;1;3;0;4;1
32784;7;6;29;5,0;125;0;0;1;4;1
30911;5;11;13;1,0;199;1;3;1;5;1
49775;28;7;25;0,5;273;1;2;2;4;1
19877;23;14;14;2,0;438;1;1;2;6;1
30620;5;4;24;2,0;158;1;1;2;5;1
26035;31;17;1;1,0;294;0;3;1;4;2
48352;26;14;13;0,5;93;1;2;1;5;1
14056;16;2;52;0,5;234;0;2;2;6;6
7394;8;6;7;0,5;256;0;2;1;5;2
21223;25;6;58;1,0;80;0;3;1;0;3
33361;7;21;13;1,0;179;0;3;0;4;1
28411;3;0;1;2,0;66;0;1;0;3;2
