;amount;current_paid_fee;day;hour;minute;second
21646;245;0;24;20;56;54
8446;284;0;8;7;38;0
44191;93;0;19;23;50;18
29087;284;2;2;16;42;46
37927;389;2;12;3;53;18
1798;161;2;1;11;34;15
17143;18;0;19;1;47;23
654;216;0;0;12;33;42
45274;205;8;21;9;8;12
5812;101;0;5;12;1;7
21672;223;2;24;21;36;52
2892;319;0;2;9;48;13
48768;342;3;25;23;43;51
5636;201;0;5;6;56;32
9612;260;4;9;14;22;1
3044;149;2;2;13;38;10
24904;398;0;29;5;58;28
21691;280;0;24;22;17;9
41213;164;0;16;7;13;24
6159;126;2;5;23;36;11
13515;226;2;14;11;3;15
6022;152;0;5;19;8;9
37860;32;0;12;2;32;5
47430;355;0;24;10;52;42
13569;221;4;14;12;28;0
11211;323;2;11;10;21;51
11221;64;0;11;10;37;28
10828;206;4;10;23;11;31
23121;187;0;27;3;57;7
4763;117;0;4;5;33;8
27594;24;0;1;4;16;14
3659;180;0;3;2;53;24
3326;296;4;2;19;20;6
9465;349;0;9;10;21;53
2663;296;0;2;5;8;33
25938;211;0;30;13;6;36
46523;176;2;23;2;20;6
27829;209;0;1;10;20;37
21917;65;0;25;6;35;36
11673;158;0;12;3;41;11
30831;101;0;4;8;23;30
46680;208;0;23;9;29;11
44171;9;0;19;23;15;49
34695;220;0;8;7;52;4
45048;230;0;21;1;35;19
33313;149;0;6;18;41;27
50320;221;2;27;21;15;31
2880;256;0;2;9;33;53
22223;195;1;25;18;8;50
42262;19;0;17;16;29;26
9145;28;2;9;1;33;7
32018;233;1;5;11;31;2
21341;225;0;24;9;52;51
29412;125;10;3;1;10;38
46337;205;0;22;20;31;28
11154;289;6;11;8;29;36
27689;252;2;1;6;19;53
16195;310;0;17;18;27;46
37388;241;1;11;14;56;23
33710;19;0;7;4;31;25
19619;216;0;22;6;24;20
48250;155;6;25;9;53;8
41136;107;0;16;4;5;43
41395;93;0;16;14;34;20
24918;78;0;29;6;21;58
31625;116;0;5;2;5;6
16692;64;0;18;10;31;56
32427;200;2;5;21;1;26
6727;220;0;6;14;12;6
40701;90;2;15;13;35;1
48865;292;0;26;2;19;4
49826;187;2;27;6;34;5
29553;22;0;3;4;11;52
20914;128;0;23;20;48;57
23777;126;0;27;23;4;51
23456;131;0;27;13;41;38
31406;177;2;4;20;57;4
12817;39;0;13;18;14;4
46926;118;0;23;19;14;56
28960;242;0;2;13;30;0
44297;35;2;20;2;36;52
48980;218;0;26;5;45;39
2623;491;11;2;4;9;17
22302;204;0;25;21;11;17
29148;116;2;2;17;57;47
41302;191;0;16;11;27;45
41139;271;0;16;4;16;23
43109;284;0;18;16;20;35
33505;191;2;6;23;24;32
19222;68;0;21;18;56;56
37706;144;0;11;22;36;24
24600;256;0;28;21;39;30
14249;321;0;15;8;13;39
40115;336;6;14;18;42;19
44060;128;2;19;20;26;58
42281;222;3;17;17;2;12
42955;170;0;18;12;0;57
39263;175;0;13;17;22;16
755;194;0;0;14;16;30
21304;126;8;24;8;41;38
2779;274;0;2;7;33;32
24503;32;0;28;18;58;44
48234;201;6;25;9;32;5
43046;300;0;18;14;44;8
30077;141;0;3;15;22;0
38968;119;8;13;7;55;3
20308;345;0;23;2;11;57
16453;351;2;18;2;38;53
21751;205;0;25;0;13;56
8084;311;2;7;22;5;41
15047;265;0;16;5;58;56
38450;325;0;12;17;17;31
49384;165;0;26;18;1;45
50363;243;2;27;22;28;31
18064;169;1;20;10;0;43
40325;33;6;15;1;7;54
41337;352;0;16;12;44;51
42429;39;0;17;21;13;44
15734;71;12;17;3;35;37
38729;364;0;13;1;22;14
18987;152;0;21;11;42;36
12373;166;0;13;5;31;10
30251;352;0;3;19;12;29
7868;135;6;7;16;29;49
1269;227;0;1;0;11;11
21797;336;0;25;1;41;15
45472;248;9;21;15;17;10
31624;136;4;5;2;3;33
28806;108;0;2;9;47;51
6998;214;14;6;20;20;16
30935;41;6;4;10;33;52
11283;165;0;11;12;48;50
27302;42;3;0;21;48;8
8669;425;0;8;13;6;10
9521;134;0;9;11;57;44
18667;254;0;21;2;48;38
20116;297;2;22;20;14;56
9045;241;7;8;23;0;5
23508;207;2;27;14;58;43
46906;221;5;23;18;41;48
50039;198;2;27;12;57;26
41833;30;0;17;4;35;31
23004;293;0;27;0;32;33
23331;294;2;27;10;29;47
5127;209;0;4;15;1;5
9327;33;0;9;6;50;2
29140;18;0;2;17;45;10
1545;167;0;1;6;18;7
739;160;5;0;13;57;14
10875;194;2;11;0;23;57
1674;269;5;1;8;51;22
16121;310;2;17;16;10;44
2567;102;0;2;3;6;5
29697;112;0;3;7;16;17
39752;51;0;14;8;33;26
39563;327;0;14;2;24;50
45692;238;0;21;23;0;34
4732;246;0;4;4;37;9
50273;44;0;27;19;55;57
33541;167;4;7;0;16;2
8521;148;0;8;9;23;41
21584;32;0;24;18;36;19
47985;149;0;25;2;58;24
32786;221;5;6;5;29;18
2244;347;0;1;20;43;43
3203;93;0;2;17;14;51
40056;307;0;14;17;14;32
28885;120;2;2;11;39;49
5204;264;0;4;17;19;54
30825;193;1;4;8;12;16
39691;120;2;14;6;27;16
20224;317;0;22;23;25;6
46742;138;4;23;11;55;16
11998;282;0;12;15;37;28
47717;215;0;24;19;39;25
1936;372;0;1;14;17;31
6665;92;2;6;12;31;27
3240;200;4;2;17;52;44
36077;226;2;10;6;1;42
10358;98;8;10;9;3;1
363;119;0;0;7;19;57
20107;314;0;22;20;3;15
43988;196;0;19;18;27;36
24054;164;0;28;6;55;45
37494;333;2;11;17;40;32
8738;177;3;8;14;47;13
19324;195;4;21;21;21;37
34409;143;2;7;23;9;20
40775;158;2;15;15;18;36
20901;317;10;23;20;26;37
27914;352;0;1;12;25;34
1172;145;0;0;22;20;45
37268;206;1;11;11;53;49
22469;183;0;26;2;50;49
36110;132;0;10;6;47;28
36132;222;2;10;7;22;42
48682;207;0;25;21;33;17
534;200;0;0;10;14;53
12665;200;1;13;13;53;8
34178;407;4;7;17;17;15
12479;309;0;13;8;37;0
39434;89;0;13;22;24;6
17199;240;0;19;4;4;42
22884;88;6;26;19;49;10
23706;128;0;27;20;55;20
34899;261;2;8;14;15;38
34565;41;0;8;3;50;4
40495;88;0;15;7;5;1
4575;40;1;4;0;19;47
5190;45;0;4;16;52;48
40935;187;0;15;20;30;23
19506;3;6;22;2;37;50
15732;71;0;17;3;34;31
30429;232;0;3;23;11;30
20659;276;8;23;12;31;58
33291;220;8;6;17;59;25
3089;240;4;2;14;43;49
1996;239;0;1;15;39;15
21637;180;0;24;20;48;53
24813;368;2;29;3;20;0
11819;276;4;12;8;50;47
2831;250;0;2;8;20;51
8269;213;9;8;2;32;20
32355;253;0;5;19;31;18
26111;426;0;30;18;9;54
7489;180;4;7;8;16;54
15627;118;0;17;0;8;58
29878;153;0;3;11;20;26
45589;351;0;21;19;6;20
39469;140;0;13;23;23;26
1299;269;0;1;1;1;2
31315;281;0;4;18;57;23
39041;272;0;13;10;11;33
5499;216;0;5;2;5;17
6447;117;0;6;6;43;26
15613;171;0;16;23;37;4
47756;126;0;24;20;31;28
17864;139;0;20;4;38;12
27369;95;0;0;23;15;46
17985;81;0;20;8;0;49
42919;263;6;18;11;5;42
32559;225;6;5;23;52;32
7067;310;2;6;21;47;23
26905;26;0;0;13;10;22
35709;150;0;9;18;32;15
26327;245;4;0;0;34;5
20045;204;0;22;18;26;48
15116;305;0;16;8;8;51
46980;94;0;23;21;53;20
41515;236;2;16;18;34;51
21209;124;0;24;5;20;51
25739;76;0;30;6;57;53
5680;255;0;5;8;18;17
11549;154;3;11;22;13;45
34305;247;0;7;20;13;19
44200;84;2;20;0;14;30
67;264;1;0;1;14;59
5555;264;4;5;4;13;36
3010;172;0;2;12;35;6
17107;306;0;19;0;6;34
40096;94;0;14;18;13;41
36953;289;9;11;3;30;54
49138;415;4;26;10;38;29
42317;313;0;17;17;52;2
27718;140;0;1;7;3;4
13647;106;2;14;14;54;2
49130;156;1;26;10;29;40
38799;358;4;13;3;15;32
11397;332;0;11;16;27;54
13147;157;4;14;2;21;33
4582;293;6;4;0;27;14
3228;205;0;2;17;38;29
7367;208;0;7;5;4;0
10681;330;6;10;19;25;37
143;121;5;0;2;33;39
18895;162;2;21;8;33;3
29813;94;2;3;9;48;28
23817;219;0;28;0;24;56
48895;199;9;26;3;24;48
39472;93;0;13;23;29;53
9344;129;17;9;7;13;12
14141;188;2;15;4;58;42
33980;170;4;7;11;29;45
29079;156;7;2;16;28;47
43292;137;2;18;22;7;48
18733;216;0;21;4;58;58
9261;108;0;9;4;24;17
20085;213;0;22;19;34;58
46453;265;0;22;23;52;55
21811;127;4;25;2;9;8
20167;99;4;22;21;33;13
46648;248;2;23;7;59;56
25241;246;0;29;16;22;49
29238;99;1;2;20;20;56
23600;132;0;27;17;53;48
38762;160;0;13;2;21;19
27454;26;10;1;0;58;58
37040;120;0;11;5;30;36
30699;263;0;4;5;13;26
43496;165;0;19;4;19;4
786;34;8;0;14;55;29
11049;263;4;11;5;35;54
18100;229;0;20;11;1;6
44267;391;2;20;1;55;35
15792;158;4;17;6;0;34
12379;124;4;13;5;39;53
7853;86;0;7;16;16;40
153;125;2;0;2;47;19
45884;182;0;22;5;34;36
13016;339;2;13;23;2;8
14873;260;0;16;1;7;26
14259;207;0;15;8;32;52
37394;141;0;11;15;2;20
26870;178;0;0;12;32;51
17380;111;0;19;10;24;8
47208;117;0;24;4;53;21
32922;170;2;6;8;43;48
11468;148;0;11;19;1;54
32363;270;14;5;19;37;12
22634;327;3;26;9;9;47
4654;367;0;4;2;14;6
8055;155;0;7;21;16;48
45924;159;0;22;6;50;31
23889;286;12;28;2;25;14
30851;196;1;4;8;55;23
8926;75;0;8;20;2;46
32924;195;0;6;8;48;19
35853;288;8;9;23;59;3
1552;92;1;1;6;27;2
13393;217;1;14;8;21;52
33324;247;2;6;18;52;10
2148;50;1;1;18;55;22
495;164;15;0;9;35;38
13865;254;0;14;20;48;14
35089;270;0;8;20;12;41
25161;116;0;29;14;3;34
32919;311;2;6;8;42;32
49638;158;1;27;1;11;42
46736;166;0;23;11;44;50
46102;174;0;22;12;58;4
1364;269;0;1;2;42;9
18122;132;0;20;11;34;32
19385;138;0;21;23;5;3
25693;186;0;30;5;43;14
23345;218;2;27;10;55;37
29968;165;8;3;13;6;24
15696;208;0;17;2;12;46
19267;119;0;21;20;3;44
3720;428;0;3;4;26;52
39895;207;0;14;13;14;22
9533;224;0;9;12;13;55
26619;317;6;0;7;7;12
17272;215;6;19;6;32;56
38239;237;2;12;11;49;32
19585;253;2;22;5;32;23
4920;205;2;4;9;22;15
4823;127;7;4;7;4;40
31376;124;4;4;20;33;18
15479;47;2;16;19;3;24
32167;192;5;5;14;53;57
16727;165;2;18;11;45;49
4136;196;9;3;14;7;40
19572;207;2;22;5;17;0
20906;338;0;23;20;33;35
27160;238;2;0;18;52;9
2121;290;2;1;18;12;30
6858;100;0;6;17;20;42
992;146;2;0;18;34;16
16149;228;0;17;16;53;18
7382;5;2;7;5;25;28
49929;30;1;27;9;46;52
15630;81;0;17;0;12;59
26636;186;0;0;7;39;42
7366;225;0;7;5;2;20
47956;282;0;25;1;57;34
21118;124;0;24;2;28;40
20977;165;10;23;22;31;12
48788;166;2;26;0;9;54
3565;281;1;3;0;44;42
5840;344;8;5;13;2;21
16667;36;2;18;9;51;2
49505;81;0;26;21;27;26
12861;263;2;13;19;12;0
22559;213;2;26;6;17;16
18984;272;0;21;11;40;14
41679;286;11;17;0;21;10
36919;134;0;11;2;31;44
16075;160;0;17;14;47;36
14271;171;2;15;8;44;40
14130;267;2;15;4;31;26
50010;255;0;27;12;18;38
20462;136;0;23;6;38;44
10313;116;0;10;8;3;5
43437;504;2;19;2;29;47
23760;146;3;27;22;29;59
47762;325;0;24;20;40;35
30435;109;0;3;23;21;43
4321;268;0;3;18;29;2
35929;96;2;10;2;3;53
35398;163;2;9;7;1;33
3174;192;0;2;16;33;49
35333;175;0;9;4;43;2
47660;158;0;24;17;46;13
17587;203;0;19;18;59;18
20028;81;0;22;17;57;17
26502;160;0;0;4;24;0
3114;269;7;2;15;12;53
26655;177;0;0;7;57;42
47979;151;0;25;2;34;36
23110;285;0;27;3;36;37
43645;181;0;19;8;51;45
35228;16;0;9;1;4;16
3225;172;0;2;17;35;30
40860;264;0;15;17;58;47
20175;309;0;22;21;49;41
40566;252;0;15;9;17;13
8997;129;14;8;21;47;13
47435;134;2;24;11;2;48
40544;31;4;15;8;33;59
14201;355;2;15;6;42;17
50062;263;2;27;13;36;34
35908;42;0;10;1;12;17
38106;153;2;12;8;43;20
47486;174;0;24;12;22;11
25142;232;0;29;13;24;20
46481;252;1;23;1;1;1
39886;233;8;14;12;56;31
6937;169;0;6;19;9;1
17451;152;1;19;13;3;29
36686;9;2;10;20;54;2
29062;152;0;2;16;9;24
5529;21;0;5;2;54;26
5398;209;3;4;23;12;27
11360;158;2;11;15;23;58
14380;146;0;15;11;45;53
17285;328;2;19;7;10;15
47247;179;4;24;5;57;47
35897;294;0;10;0;58;35
10740;242;0;10;20;35;16
8320;337;0;8;3;57;54
5269;210;10;4;19;33;8
34629;216;0;8;5;49;14
10891;243;2;11;0;51;52
50261;292;0;27;19;29;24
24700;265;0;29;0;29;47
41993;234;9;17;9;4;3
32769;283;0;6;5;0;35
35474;94;0;9;10;19;10
13327;313;4;14;6;44;49
21709;280;2;24;22;48;38
9196;297;4;9;2;49;1
39725;198;2;14;7;56;44
2155;76;0;1;19;9;42
19782;101;0;22;10;56;11
4011;189;0;3;10;48;44
49085;139;2;26;9;5;39
33302;270;0;6;18;23;6
11962;151;0;12;14;22;30
32016;289;6;5;11;28;45
30890;284;0;4;9;33;55
38591;119;2;12;21;17;17
12352;295;0;13;5;5;1
15323;147;0;16;14;14;33
46288;114;3;22;18;55;49
23065;40;1;27;2;24;20
9269;201;2;9;4;43;36
48930;123;0;26;4;27;20
32634;133;2;6;1;45;29
8683;430;0;8;13;34;46
42511;261;0;17;23;38;19
41856;214;0;17;5;12;43
16562;166;0;18;6;19;22
6464;229;1;6;7;15;17
26532;123;4;0;5;2;27
47500;299;0;24;12;50;32
29491;401;0;3;2;52;4
18300;220;0;20;16;57;58
27761;279;8;1;8;20;42
50241;171;4;27;18;55;11
26081;93;0;30;17;28;31
40875;278;0;15;18;31;40
14904;180;0;16;1;58;36
49789;369;1;27;5;40;1
34678;314;0;8;7;24;2
15927;240;0;17;10;33;17
28610;266;1;2;4;14;47
1301;242;2;1;1;4;41
23991;314;15;28;4;51;57
17517;70;0;19;15;38;43
1230;259;2;0;23;24;17
27094;76;6;0;17;15;11
34085;189;0;7;14;40;11
4368;260;2;3;19;42;15
41081;271;2;16;2;23;8
27025;131;2;0;15;51;27
43909;324;0;19;16;1;19
13854;317;3;14;20;31;53
6080;246;0;5;21;0;29
44306;44;0;20;2;54;10
35369;253;0;9;5;56;40
6568;333;10;6;10;6;54
28060;380;0;1;15;20;53
18557;150;0;20;23;16;49
12746;286;2;13;16;6;30
19989;169;4;22;16;41;0
13276;143;2;14;5;23;10
22813;23;0;26;16;45;9
29245;124;0;2;20;35;25
25186;106;0;29;14;48;2
7995;239;0;7;19;46;29
41910;223;0;17;6;32;33
36536;97;2;10;16;58;1
32574;106;2;6;0;15;28
37845;91;0;12;2;11;16
24658;38;0;28;23;14;16
9599;210;1;9;13;55;45
4631;185;0;4;1;39;17
240;79;4;0;4;38;5
15424;316;12;16;16;54;4
29511;140;0;3;3;18;36
12197;79;0;13;0;17;20
44116;245;5;19;21;49;29
27155;370;0;0;18;36;48
45215;198;12;21;7;8;56
27314;361;0;0;22;7;58
32439;113;0;5;21;18;24
7465;130;0;7;7;41;27
34635;156;0;8;5;55;49
44109;121;0;19;21;42;15
35289;82;2;9;2;56;51
1820;254;19;1;12;0;35
2410;241;3;1;23;49;39
44755;126;0;20;15;44;16
8243;132;0;8;1;50;45
28464;182;6;2;0;25;52
39405;197;0;13;21;37;59
16576;160;0;18;6;48;8
37333;255;0;11;13;34;45
29991;471;18;3;13;34;11
24326;196;0;28;14;27;20
13929;79;0;14;22;21;53
48072;149;5;25;5;21;7
6391;331;0;6;5;11;41
34886;206;2;8;13;55;16
42818;255;0;18;8;6;52
36547;248;1;10;17;15;39
41785;52;0;17;3;9;31
37729;332;0;11;23;5;6
2809;272;11;2;8;2;35
33266;124;0;6;17;32;13
11445;191;0;11;18;23;44
33686;49;2;7;3;57;26
45582;269;2;21;18;45;31
37052;118;2;11;5;49;14
45788;196;0;22;2;26;51
24746;184;0;29;1;46;10
228;158;2;0;4;26;34
47535;343;12;24;14;8;43
35509;186;0;9;11;46;58
13329;248;2;14;6;47;21
11703;96;0;12;4;47;26
9271;55;4;9;4;47;16
44977;145;0;20;23;14;1
6001;282;0;5;18;20;7
4897;252;8;4;8;46;21
5583;115;0;5;5;8;41
28229;15;0;1;19;5;3
40635;181;0;15;11;35;19
28899;345;0;2;12;5;25
19894;127;10;22;14;4;52
33896;222;0;7;9;21;20
45203;155;0;21;6;46;29
10400;383;0;10;10;35;24
34335;205;0;7;20;54;12
43066;11;0;18;15;20;7
34474;187;0;8;0;58;30
23834;187;10;28;0;55;21
3153;164;2;2;16;6;13
10364;292;4;10;9;16;57
11523;212;8;11;21;17;24
40067;334;1;14;17;25;53
215;218;10;0;4;16;10
39008;236;0;13;9;9;0
23488;256;6;27;14;27;51
26950;266;15;0;14;1;8
9824;32;0;9;19;52;35
35693;43;0;9;17;50;59
43258;256;0;18;21;15;13
9637;154;0;9;14;57;38
35489;173;0;9;10;46;33
24277;181;6;28;13;12;54
50375;50;0;27;22;50;0
40277;151;4;14;23;13;41
35427;176;4;9;7;58;51
24426;329;0;28;17;5;32
1449;228;2;1;4;4;56
39620;210;0;14;4;17;29
26312;152;0;0;0;12;31
13799;275;0;14;18;59;5
27812;304;0;1;9;55;36
45818;328;0;22;3;19;19
28307;31;2;1;20;55;4
45963;147;4;22;8;21;41
46859;74;0;23;16;37;25
29670;163;6;3;6;30;47
10832;297;2;10;23;14;55
41821;147;0;17;4;13;10
34273;341;4;7;19;20;46
6054;350;4;5;20;18;19
31875;189;0;5;8;10;59
36993;95;0;11;4;28;46
49005;281;4;26;6;30;45
23824;86;0;28;0;40;48
48929;112;0;26;4;23;55
39536;172;3;14;1;31;35
35967;63;0;10;2;59;35
49742;219;0;27;4;23;17
6449;175;4;6;6;49;45
7951;301;10;7;18;36;47
28132;76;0;1;16;50;51
14626;148;8;15;18;47;8
15804;143;0;17;6;24;32
37203;211;2;11;10;0;24
11357;247;12;11;15;21;19
44373;36;0;20;4;37;1
13668;407;0;14;15;32;19
31105;94;0;4;14;34;2
14645;233;0;15;19;14;44
18445;328;4;20;20;27;19
21029;322;0;24;0;5;30
27388;238;0;0;23;39;17
3775;146;0;3;5;43;43
16374;229;0;18;0;0;30
5596;86;4;5;5;35;46
34758;54;0;8;9;57;37
27125;267;0;0;17;53;0
42065;341;0;17;11;2;28
23649;204;0;27;19;29;49
44911;59;0;20;21;11;12
47122;97;2;24;2;31;19
36942;162;0;11;3;17;54
41505;163;0;16;18;12;13
41984;133;4;17;8;57;27
23308;138;3;27;9;54;14
29424;404;4;3;1;30;0
1907;37;5;1;13;41;10
15581;146;2;16;22;23;53
25855;252;4;30;10;7;55
10143;155;2;10;3;40;0
49126;131;0;26;10;25;39
41311;301;0;16;11;48;27
47703;199;4;24;19;10;43
33751;169;0;7;5;15;18
40801;222;12;15;16;8;32
38248;225;4;12;12;0;12
48706;224;1;25;22;17;6
21181;263;0;24;4;22;55
24327;196;1;28;14;27;34
43254;57;0;18;21;3;59
37425;189;0;11;15;57;10
39182;254;0;13;14;46;1
15386;244;2;16;15;58;41
26181;148;6;30;20;34;1
35918;165;0;10;1;36;25
44846;236;2;20;18;44;58
9265;190;0;9;4;38;21
38737;103;0;13;1;39;37
30480;109;0;4;0;53;48
29086;284;0;2;16;42;20
49750;195;0;27;4;36;16
34159;162;2;7;16;49;30
33214;104;0;6;16;19;32
40205;30;2;14;21;15;38
44674;161;10;20;13;17;3
8802;156;5;8;16;19;55
48758;351;4;25;23;24;26
33139;317;1;6;14;16;4
38914;187;0;13;6;23;47
14559;196;0;15;16;45;49
42543;305;11;18;0;32;3
17796;70;0;20;2;21;50
48061;43;1;25;4;59;28
28386;164;0;1;22;22;49
46794;18;0;23;14;5;24
22504;200;2;26;3;52;43
34980;99;0;8;17;2;0
5603;67;0;5;5;45;24
8881;100;0;8;18;51;27
22388;45;0;25;23;51;22
38185;38;0;12;10;31;23
4938;226;6;4;9;59;41
20008;167;4;22;17;8;31
3158;184;0;2;16;9;17
20651;105;0;23;12;20;41
9158;231;2;9;1;54;53
31973;344;6;5;10;28;40
463;287;4;0;9;2;33
615;104;4;0;11;42;16
6380;230;2;6;4;57;10
20213;96;4;22;22;54;25
8181;289;0;8;0;12;49
17719;287;6;20;0;30;32
16574;192;0;18;6;41;45
2716;204;2;2;6;18;3
36736;321;0;10;22;5;16
26220;252;3;30;21;40;55
15240;371;0;16;11;37;29
30022;33;0;3;14;15;1
5178;354;0;4;16;34;33
49810;23;2;27;6;11;47
42771;102;14;18;6;47;48
22706;266;2;26;12;32;13
44639;254;0;20;12;16;58
40157;315;0;14;19;55;58
25783;194;0;30;8;10;2
21045;279;0;24;0;37;45
40537;177;0;15;8;22;27
23474;352;0;27;14;7;35
6221;23;8;6;1;13;8
13386;314;0;14;8;13;54
48322;280;0;25;11;33;4
28129;204;2;1;16;46;20
7037;137;6;6;21;3;33
15474;210;0;16;18;54;39
10570;52;0;10;15;59;7
15511;155;0;16;20;11;19
43863;176;0;19;15;2;22
45972;146;0;22;8;36;5
6358;86;0;6;4;37;5
46867;29;2;23;16;50;49
6691;129;0;6;13;17;45
10785;166;5;10;21;47;21
15881;164;0;17;9;4;34
31898;157;0;5;8;41;45
33798;286;0;7;6;25;29
41932;31;0;17;7;18;57
28350;252;0;1;21;40;6
42256;200;1;17;16;24;46
1577;110;0;1;6;58;30
23122;376;0;27;3;59;48
15859;198;0;17;8;3;34
32335;289;0;5;19;6;35
9947;40;6;9;22;33;4
36561;298;2;10;17;36;4
20039;231;2;22;18;15;52
20711;415;0;23;13;59;36
21493;290;0;24;15;22;44
17551;197;0;19;17;32;0
32728;42;0;6;4;10;30
47412;264;0;24;10;12;58
47760;262;0;24;20;37;50
35685;110;0;9;17;37;15
5586;226;0;5;5;15;50
14605;92;3;15;18;13;2
39094;287;0;13;11;51;51
31670;169;11;5;3;19;6
1515;249;2;1;5;54;15
35139;292;2;8;21;56;28
3432;233;0;2;21;20;15
20863;258;0;23;19;18;11
4239;81;3;3;16;35;2
19773;108;0;22;10;44;22
34158;162;0;7;16;49;15
893;208;4;0;16;59;59
39867;297;4;14;12;27;59
26426;192;2;0;2;46;58
5074;202;2;4;13;43;19
24900;303;0;29;5;43;46
25791;226;0;30;8;20;28
15187;37;0;16;10;1;45
2933;139;0;2;10;29;2
32330;170;4;5;18;56;2
29265;66;4;2;21;18;57
43705;20;2;19;10;46;0
11970;244;1;12;14;39;43
49398;187;0;26;18;25;29
28022;357;10;1;14;36;52
1129;322;0;0;21;25;2
731;209;19;0;13;48;30
11110;271;1;11;7;7;34
30329;163;2;3;20;59;5
3084;96;2;2;14;40;3
7297;149;2;7;3;31;57
37356;44;0;11;13;58;40
31926;348;10;5;9;30;31
2795;42;4;2;7;53;25
25363;257;0;29;19;57;48
7601;182;0;7;10;43;55
798;242;4;0;15;5;12
22616;278;0;26;8;35;58
17118;236;0;19;0;37;31
44072;139;0;19;20;53;35
178;79;15;0;3;24;9
17558;299;0;19;17;50;15
13798;76;2;14;18;56;21
42598;212;0;18;2;10;58
17174;25;0;19;3;12;7
32567;56;0;5;23;59;3
27777;284;6;1;8;41;25
32966;215;0;6;9;46;0
24648;2;0;28;23;0;58
29769;165;20;3;8;42;24
16932;227;0;18;18;45;20
12940;283;3;13;21;11;1
23849;336;8;28;1;20;0
11772;194;0;12;7;4;37
43492;279;0;19;4;10;42
38498;125;0;12;18;43;56
4616;341;0;4;1;15;7
15103;166;0;16;7;46;18
7533;360;0;7;9;5;4
66;264;0;0;1;14;10
49657;62;0;27;1;49;25
37480;358;10;11;17;20;40
21598;282;0;24;19;10;40
15689;150;0;17;1;50;3
47750;243;0;24;20;25;48
5033;216;0;4;12;42;3
39683;417;0;14;6;3;43
35340;73;0;9;4;56;15
48550;112;7;25;17;44;27
20225;317;2;22;23;25;36
17006;213;13;18;20;46;10
9873;345;2;9;20;56;43
38990;175;0;13;8;33;4
787;34;9;0;14;56;12
3332;193;8;2;19;25;38
30966;114;12;4;11;20;3
49960;165;0;27;10;55;56
6008;108;0;5;18;40;53
24162;111;4;28;9;55;50
8334;5;0;8;4;13;57
49014;113;0;26;6;50;2
6297;118;0;6;3;9;1
43628;198;0;19;8;11;24
32264;121;2;5;17;16;0
1191;154;5;0;22;41;3
515;50;2;0;9;54;53
30734;264;0;4;6;2;1
30024;202;0;3;14;17;53
37244;185;2;11;11;10;31
27223;313;0;0;20;3;45
21435;289;0;24;12;59;38
23283;143;0;27;9;4;29
43000;133;0;18;13;21;58
1001;178;4;0;18;43;43
14622;75;20;15;18;41;33
18982;379;0;21;11;38;55
17898;134;0;20;5;34;8
6191;200;0;6;0;33;45
14175;204;0;15;5;58;38
40005;119;3;14;16;2;40
5753;203;4;5;10;20;1
34836;157;12;8;12;10;9
40581;191;0;15;9;45;35
41004;239;0;15;23;5;41
16252;159;0;17;19;56;5
24920;151;0;29;6;29;22
15905;132;0;17;9;49;8
1462;88;1;1;4;26;6
24299;97;0;28;13;44;46
18255;282;0;20;15;52;44
37344;273;10;11;13;44;1
42624;36;0;18;2;56;16
27464;272;0;1;1;10;7
45640;84;0;21;20;46;16
7349;233;0;7;4;39;18
4818;39;0;4;6;57;41
220;236;0;0;4;20;19
26337;129;4;0;0;48;42
44775;232;0;20;16;28;10
12632;81;9;13;12;50;30
19937;50;0;22;15;1;13
27773;379;1;1;8;38;21
4603;285;2;4;1;1;52
37016;328;0;11;5;2;54
22499;114;0;26;3;42;47
39255;312;0;13;17;1;38
7036;137;4;6;21;2;57
42224;249;1;17;15;23;30
5650;348;10;5;7;16;33
28311;32;2;1;20;58;44
17632;389;0;19;21;13;34
46503;188;0;23;1;49;39
49397;396;2;26;18;22;46
29863;217;2;3;11;1;50
2881;146;0;2;9;35;25
18061;74;0;20;9;58;30
42058;198;10;17;10;51;40
22444;313;0;26;1;50;9
901;211;0;0;17;5;39
18981;129;0;21;11;37;41
39932;218;0;14;13;56;36
34949;142;0;8;16;3;31
8488;189;16;8;8;37;19
42481;371;4;17;22;41;49
30232;257;1;3;18;36;13
23464;415;0;27;13;51;19
8219;200;2;8;1;10;14
1627;147;2;1;7;45;51
6772;29;0;6;15;19;28
12021;192;0;12;16;42;39
14678;287;8;15;20;1;6
11440;140;4;11;18;18;14
49476;231;4;26;20;36;18
47607;98;0;24;15;57;50
28967;242;21;2;13;33;14
40025;110;0;14;16;28;15
2580;138;0;2;3;19;58
40734;141;2;15;14;32;39
47525;83;0;24;13;45;36
34924;280;0;8;15;6;9
4340;186;0;3;18;56;21
47647;148;2;24;17;16;58
42330;201;0;17;18;12;55
35461;78;6;9;9;52;4
18771;156;6;21;5;55;0
1073;194;1;0;20;18;2
21638;180;4;24;20;49;0
17065;105;0;18;22;28;15
37298;272;0;11;12;48;27
29351;279;0;2;23;34;20
32626;196;4;6;1;32;21
3159;455;0;2;16;10;23
38353;252;1;12;14;49;11
35755;33;10;9;20;15;1
21292;245;0;24;8;13;41
34650;280;2;8;6;19;14
21398;335;0;24;11;43;40
31334;180;0;4;19;26;50
18324;170;9;20;17;31;4
19680;247;0;22;8;6;41
5974;81;0;5;17;23;0
