;day;hour;minute;fail_fee;amount;3D_secured;encoded_PSP;encoded_card;encoded_weekday;current_number_of_try
21639;24;21;23;1;76;0;3;0;0;1
50270;27;22;11;0;250;1;2;2;4;0
13006;13;23;14;0;371;0;2;1;1;0
44535;20;11;20;1;284;0;3;0;4;0
17889;20;6;2;3;373;0;0;1;1;0
23675;27;20;52;1;186;0;3;1;1;1
670;0;12;45;1;282;1;3;1;5;1
49622;27;3;1;1;77;0;3;1;4;0
42239;17;17;28;1;313;1;3;2;1;0
49865;27;10;18;0;231;0;2;0;4;0
33665;7;4;38;0;243;0;2;2;0;0
3306;2;19;5;1;74;0;3;2;4;3
8026;7;20;36;1;198;1;3;1;5;3
43626;19;10;15;2;145;0;1;2;6;1
27769;1;9;54;1;309;0;3;1;2;0
2890;2;9;52;1;300;0;3;1;4;0
22387;26;0;52;1;237;0;3;1;3;0
24123;28;9;42;1;30;0;3;1;5;0
49292;26;17;28;1;320;1;3;2;6;0
27197;0;20;14;1;276;0;3;1;0;1
14394;15;12;53;1;123;0;3;1;6;1
46085;22;14;29;1;212;1;3;1;2;0
22335;25;23;9;1;208;0;3;1;2;1
8397;8;6;9;1;18;0;3;1;6;0
14162;15;6;7;2;318;0;1;1;6;1
26946;0;14;50;0;169;0;2;0;0;0
44764;20;18;14;0;112;0;2;2;4;0
26345;0;1;38;1;213;0;3;2;0;1
33402;6;22;2;0;131;0;2;1;4;2
45276;21;11;16;3;78;0;0;2;0;0
22463;26;3;25;1;268;1;3;2;3;1
2382;1;23;32;1;43;0;3;1;6;0
24565;28;21;31;0;92;0;2;1;5;1
6476;6;7;52;2;223;0;1;1;1;0
36945;11;4;38;0;342;1;2;1;5;0
37548;11;20;0;1;194;0;3;2;5;1
11312;11;14;29;1;209;0;3;2;2;0
11064;11;6;20;0;356;0;2;1;2;3
30835;4;9;24;0;95;0;2;0;5;3
25307;29;19;5;1;54;0;3;1;6;1
10531;10;15;14;0;429;0;2;1;0;0
38759;13;3;39;1;291;1;3;1;4;0
27374;1;0;1;1;149;0;3;1;2;0
2763;2;7;22;2;32;1;1;0;4;0
2581;2;3;24;0;169;1;2;2;4;0
48165;25;9;36;1;44;1;3;1;5;2
11999;12;16;28;1;178;1;3;1;3;0
41153;16;7;14;0;164;1;2;1;3;1
43442;19;4;34;1;268;0;3;1;6;0
23185;27;6;50;1;199;0;3;2;1;1
42215;17;16;55;1;97;0;3;1;1;2
34872;8;15;6;0;280;0;2;1;2;0
37405;11;16;42;2;265;0;1;1;5;0
46716;23;13;40;0;39;0;2;1;3;0
3764;3;5;39;1;137;1;3;1;0;7
4234;3;16;36;1;277;0;3;0;0;1
4994;4;11;52;1;140;0;3;1;2;0
29100;2;17;48;1;117;1;3;1;3;1
37825;12;2;52;2;218;0;1;1;6;4
4434;3;21;24;0;175;0;2;1;0;1
11676;12;4;28;0;128;0;2;2;3;0
717;0;13;38;1;142;1;3;2;5;3
29894;3;12;27;1;237;1;3;0;1;6
36584;10;19;30;1;387;0;3;1;1;0
6773;6;15;38;2;233;0;1;0;1;0
43954;19;19;16;0;313;0;2;1;6;1
48322;25;13;15;1;14;0;3;1;5;1
10738;10;20;50;0;292;0;2;1;0;3
27048;0;17;2;1;183;0;3;1;0;1
14671;15;20;23;0;288;0;2;1;6;1
42581;18;3;33;2;370;0;1;2;5;0
33272;6;18;52;1;247;0;3;1;4;0
42056;17;12;20;1;237;0;3;1;1;0
39579;14;4;44;1;180;0;3;1;0;1
36661;10;21;27;2;164;0;1;1;1;1
9359;9;7;51;1;29;0;3;1;4;3
30075;3;16;11;0;91;1;2;1;1;0
10655;10;19;8;1;55;0;3;1;0;0
30698;4;6;17;3;138;0;0;0;5;0
36468;10;16;36;1;47;0;3;1;1;0
40142;14;21;12;2;31;0;1;1;0;1
32130;5;15;5;1;221;0;3;1;6;3
39082;13;13;28;1;181;0;3;0;4;0
12816;13;18;46;1;222;0;3;1;1;1
36413;10;15;25;0;282;1;2;0;1;0
192;0;3;49;2;158;0;1;1;5;0
25396;29;21;50;0;218;0;2;1;6;1
33584;7;2;31;1;100;1;3;1;0;0
30009;3;14;52;1;173;0;3;1;1;5
49373;26;19;41;1;96;1;3;1;6;2
15810;17;7;18;1;354;0;3;0;0;2
6160;5;23;56;1;294;0;3;1;3;0
19071;21;15;12;1;126;0;3;1;5;0
37158;11;10;9;0;404;0;2;1;5;0
11164;11;9;16;1;30;0;3;0;2;0
27964;1;14;8;1;84;0;3;2;2;0
4927;4;9;59;2;226;0;1;2;2;1
28916;2;13;28;1;193;1;3;0;3;0
5552;5;4;30;1;185;1;3;1;3;0
10799;10;22;45;2;248;0;1;1;0;0
47366;24;11;3;1;134;1;3;1;1;2
238;0;4;37;1;79;0;3;1;5;1
12207;13;1;11;1;7;1;3;1;1;0
49423;26;21;21;0;294;0;2;1;6;0
43937;19;18;55;1;134;0;3;1;6;0
45791;22;4;49;3;150;0;0;1;2;0
37004;11;5;59;1;414;0;3;2;5;1
5618;5;6;43;1;325;0;3;1;3;0
30049;3;15;45;1;195;1;3;0;1;4
25521;30;1;29;2;113;1;1;1;4;0
46455;23;2;20;1;176;0;3;0;3;0
8640;8;12;36;0;165;0;2;2;6;0
37865;12;3;46;3;260;0;0;0;6;2
14665;15;20;12;1;300;0;3;1;6;0
35010;8;19;16;2;441;1;1;2;2;0
36320;10;12;53;3;326;0;0;1;1;2
19389;21;23;59;1;422;0;3;0;5;1
19744;22;10;36;2;341;0;1;1;6;0
15534;16;21;43;0;343;1;2;1;4;0
8328;8;4;24;1;216;1;3;1;6;1
38396;12;17;22;1;234;0;3;1;6;0
43370;19;2;25;1;321;0;3;2;6;1
37275;11;13;24;1;334;0;3;1;5;0
3453;2;22;7;1;62;0;3;1;4;0
44942;21;0;8;1;37;1;3;1;0;0
31870;5;9;18;1;159;1;3;0;6;0
46679;23;12;5;2;171;0;1;1;3;0
35062;8;20;56;2;204;1;1;2;2;2
26829;0;12;23;0;235;1;2;1;0;4
44571;20;12;7;2;119;0;1;0;4;0
29345;3;0;45;1;269;0;3;1;1;1
43939;19;18;55;0;134;0;2;1;6;2
24690;29;1;7;1;76;0;3;1;6;5
46384;22;23;49;1;210;0;3;2;2;0
21113;24;3;11;0;274;0;2;2;0;0
23501;27;15;34;1;217;0;3;1;1;0
41458;16;18;41;1;132;0;3;1;3;1
7081;6;22;20;3;250;0;0;1;1;0
31135;4;16;7;1;261;0;3;2;5;0
30954;4;12;9;1;249;0;3;1;5;1
4733;4;4;52;1;233;0;3;1;2;0
41680;17;1;48;0;389;0;2;2;1;3
13045;14;0;21;1;277;0;3;1;5;3
49058;26;10;31;1;156;0;3;1;6;5
13917;14;22;40;1;122;1;3;1;5;1
44049;19;21;47;3;167;1;0;1;6;0
14955;16;3;43;0;152;0;2;1;4;0
49296;26;17;36;2;183;0;1;1;6;0
20929;23;21;50;1;235;0;3;1;4;3
49192;26;14;15;0;335;1;2;1;6;3
44278;20;3;37;2;173;0;1;2;4;0
5520;5;2;58;1;240;0;3;2;3;0
32115;5;14;51;1;249;0;3;1;6;0
44589;20;12;43;0;226;0;2;1;4;1
23199;27;7;29;2;330;1;1;1;1;0
35468;9;12;8;1;159;1;3;1;3;2
28246;1;20;26;1;265;0;3;1;2;1
1700;1;9;38;1;31;0;3;1;6;1
27886;1;12;41;2;140;0;1;1;2;0
27518;1;3;19;2;304;1;1;0;2;2
6968;6;19;57;0;194;0;2;1;1;1
16322;17;23;1;1;280;0;3;2;0;0
24527;28;20;28;1;117;0;3;1;5;0
38987;13;10;13;3;366;0;0;1;4;1
46353;22;22;55;1;231;0;3;2;2;0
32854;6;8;12;1;155;1;3;0;4;1
26884;0;13;29;1;12;0;3;2;0;6
27253;0;21;38;1;131;0;3;0;0;6
49329;26;18;32;1;150;0;3;0;6;0
47918;25;3;12;1;264;0;3;1;5;0
18978;21;12;25;0;404;0;2;1;5;0
17413;19;12;42;1;37;0;3;1;3;0
136;0;2;26;2;254;0;1;1;5;3
39740;14;10;3;1;131;1;3;1;0;0
23408;27;13;10;1;252;1;3;2;1;0
30816;4;9;4;2;228;0;1;1;5;0
11087;11;6;58;1;180;0;3;1;2;1
19238;21;19;58;1;28;0;3;2;5;0
15721;17;3;53;1;104;0;3;1;0;0
1200;0;22;53;2;107;0;1;0;5;1
38889;13;7;13;0;280;0;2;0;4;1
26147;30;20;34;0;148;0;2;2;4;3
44895;20;22;42;0;43;1;2;0;4;0
47199;24;6;42;1;170;0;3;0;1;1
30444;4;1;6;0;229;0;2;0;5;2
6296;6;3;27;0;136;0;2;0;1;0
3927;3;9;3;2;263;0;1;0;0;1
14387;15;12;46;1;199;0;3;1;6;0
26489;0;4;52;0;168;0;2;1;0;0
32828;6;7;39;1;323;0;3;1;4;0
3606;3;1;49;1;365;0;3;1;0;1
21225;24;7;0;1;132;0;3;2;0;1
26935;0;14;33;1;125;0;3;1;0;4
35098;8;22;10;1;152;1;3;1;2;0
11707;12;5;45;1;178;1;3;1;3;2
2187;1;19;51;2;352;0;1;1;6;0
32963;6;10;55;0;300;0;2;0;4;0
12356;13;5;33;1;211;0;3;1;1;1
17186;19;4;29;1;47;0;3;2;3;1
15954;17;11;53;1;224;0;3;1;0;0
35436;9;10;46;1;173;0;3;1;3;0
47749;24;22;12;1;127;0;3;0;1;0
18452;20;21;13;1;328;0;3;2;1;0
35529;9;14;13;2;174;1;1;1;3;0
34800;8;12;54;0;38;0;2;2;2;0
25500;30;0;59;2;132;0;1;1;4;0
5103;4;14;42;1;215;0;3;2;2;0
13652;14;15;38;2;140;0;1;2;5;0
31781;5;7;14;1;171;0;3;1;6;1
1637;1;8;5;2;115;0;1;1;6;0
41080;16;4;24;1;314;0;3;1;3;0
30449;4;1;15;1;124;1;3;1;5;0
11173;11;9;30;1;245;1;3;0;2;1
48504;25;18;35;2;32;0;1;1;5;0
35842;10;0;56;1;294;1;3;2;1;6
25398;29;21;56;0;373;0;2;2;6;0
7296;7;3;48;1;354;0;3;1;5;7
3278;2;18;36;1;235;0;3;1;4;1
31707;5;5;18;3;120;0;0;1;6;2
8003;7;20;13;1;175;0;3;2;5;1
26711;0;10;5;1;144;1;3;1;0;1
29493;3;3;52;1;300;0;3;1;1;1
46266;22;20;24;2;138;0;1;1;2;1
41094;16;5;1;0;199;0;2;1;3;0
47580;24;17;29;1;303;0;3;1;1;0
31957;5;11;13;2;298;0;1;2;6;2
23299;27;10;23;1;0;0;3;1;1;1
13516;14;11;32;0;236;0;2;1;5;0
7352;7;5;1;1;332;1;3;1;5;1
10751;10;21;15;1;336;0;3;2;0;0
40597;15;12;14;2;313;1;1;0;2;1
16446;18;3;24;3;151;1;0;1;2;0
24417;28;17;37;1;307;0;3;1;5;0
7697;7;13;14;1;315;0;3;1;5;1
49465;26;22;24;3;185;1;0;2;6;1
5668;5;8;16;0;4;1;2;2;3;1
38506;12;20;23;2;39;1;1;1;6;0
28273;1;21;1;0;192;0;2;2;2;0
43427;19;3;57;0;231;0;2;2;6;0
18425;20;20;32;1;20;0;3;1;1;2
41701;17;2;23;1;334;0;3;1;1;1
5307;4;20;53;1;359;0;3;2;2;1
4458;3;21;53;1;121;0;3;2;0;1
20025;22;18;32;0;97;0;2;2;6;0
47874;25;1;41;1;136;1;3;1;5;0
19642;22;7;38;1;394;1;3;2;6;1
12855;13;19;24;2;326;0;1;2;1;1
18257;20;16;41;0;332;1;2;1;1;1
21128;24;3;43;0;207;0;2;1;0;0
27172;0;19;47;1;148;0;3;1;0;0
26293;0;0;34;0;245;0;2;2;0;1
19296;21;21;19;1;110;0;3;2;5;0
43803;19;15;7;2;231;1;1;2;6;0
20411;23;5;52;1;265;0;3;0;4;1
38256;12;13;43;1;211;0;3;2;6;4
16678;18;10;54;1;227;0;3;1;2;1
8024;7;20;35;2;198;1;1;1;5;1
24170;28;10;58;3;194;0;0;1;5;1
29061;2;17;6;1;61;1;3;1;3;1
43516;19;6;54;0;155;0;2;1;6;0
49402;26;20;38;1;213;0;3;2;6;1
23248;27;8;51;1;285;0;3;0;1;0
16873;18;17;17;3;328;0;0;0;2;0
25069;29;12;8;1;83;0;3;0;6;0
33458;6;23;32;1;39;0;3;1;4;0
30471;4;1;39;2;281;0;1;2;5;3
44781;20;18;44;1;236;1;3;0;4;0
16986;18;20;48;0;207;0;2;1;2;3
10103;10;3;5;0;44;0;2;2;0;0
1014;0;19;9;1;152;0;3;2;5;2
47829;25;0;26;1;297;0;3;2;5;0
869;0;16;42;1;143;0;3;1;5;0
34761;8;11;36;1;74;0;3;1;2;3
10626;10;17;58;1;192;0;3;1;0;0
44717;20;16;42;1;152;1;3;1;4;0
14924;16;3;4;1;279;1;3;0;4;0
43326;19;1;17;1;262;0;3;2;6;1
7610;7;11;3;0;220;0;2;0;5;0
5283;4;20;14;1;41;1;3;2;2;2
4370;3;19;56;0;24;0;2;2;0;0
26149;30;20;36;0;186;0;2;1;4;0
1361;1;2;43;2;221;0;1;1;6;0
26249;30;23;24;1;423;0;3;2;4;0
34397;8;0;10;0;16;0;2;1;2;1
12625;13;13;7;1;311;0;3;2;1;0
1551;1;6;34;1;216;0;3;0;6;0
20810;23;18;29;0;112;0;2;0;4;0
50309;27;23;18;0;71;0;2;2;4;0
27586;1;5;1;3;24;0;0;1;2;2
8252;8;2;27;1;89;1;3;2;6;1
10442;10;12;28;1;230;0;3;1;0;1
46574;23;7;35;2;230;0;1;2;3;1
5039;4;12;59;0;88;0;2;1;2;1
49449;26;21;58;2;158;1;1;0;6;0
21869;25;5;45;1;233;0;3;1;2;0
22520;26;5;48;0;182;1;2;1;3;4
38462;12;19;8;1;215;0;3;1;6;0
37887;12;4;34;0;105;0;2;2;6;0
30131;3;17;29;1;251;0;3;1;1;5
1134;0;21;37;1;159;0;3;0;5;0
43764;19;13;49;1;115;0;3;1;6;0
24944;29;8;21;2;281;0;1;1;6;1
10278;10;7;31;1;314;0;3;0;0;2
28327;1;21;59;0;120;0;2;1;2;0
10451;10;12;36;2;249;0;1;0;0;1
4017;3;11;9;3;150;0;0;1;0;0
10409;10;11;18;0;333;1;2;1;0;2
25640;30;5;10;0;248;1;2;1;4;0
35192;9;1;23;1;358;0;3;1;3;0
4138;3;14;27;0;193;1;2;2;0;0
44816;20;19;54;0;97;0;2;1;4;0
859;0;16;29;1;19;0;3;2;5;1
29943;3;13;31;0;471;0;2;2;1;1
2962;2;11;30;1;139;0;3;1;4;2
24473;28;19;1;1;250;0;3;1;5;0
2426;2;0;24;1;210;0;3;1;4;0
3676;3;3;25;1;377;1;3;0;0;1
29315;2;23;50;2;350;0;1;1;3;0
29038;2;16;29;1;156;1;3;0;3;4
7674;7;12;40;1;126;0;3;0;5;0
19874;22;14;9;1;236;0;3;1;6;1
12977;13;22;23;0;132;0;2;1;1;1
18485;20;22;10;1;188;1;3;1;1;1
16753;18;13;22;2;203;0;1;0;2;0
37705;11;23;54;0;231;0;2;0;5;3
43664;19;11;24;0;209;0;2;1;6;1
5285;4;20;18;1;127;1;3;1;2;1
8367;8;5;17;2;125;1;1;1;6;1
30981;4;12;47;1;167;0;3;0;5;1
24351;28;15;57;1;201;0;3;2;5;0
12905;13;20;51;1;178;1;3;1;1;1
2093;1;17;48;1;230;0;3;0;6;4
15596;16;23;49;2;24;0;1;2;4;1
11336;11;15;18;0;180;0;2;1;2;1
11683;12;4;36;1;311;0;3;1;3;4
40585;15;11;57;1;233;0;3;1;2;1
1920;1;14;6;1;208;0;3;1;6;0
82;0;1;27;2;31;0;1;1;5;2
17200;19;5;3;1;158;1;3;0;3;0
13318;14;7;0;1;206;0;3;2;5;0
42051;17;12;9;1;282;0;3;1;1;1
37164;11;10;29;2;272;0;1;0;5;0
41243;16;11;34;1;289;0;3;0;3;0
18845;21;7;59;1;134;0;3;0;5;0
27491;1;2;51;0;234;0;2;1;2;0
1813;1;11;59;0;254;0;2;1;6;3
34039;7;14;45;1;186;0;3;1;0;1
2994;2;12;25;1;208;0;3;0;4;0
37525;11;19;30;1;291;1;3;1;5;0
15438;16;18;11;1;370;1;3;1;4;0
14296;15;9;47;0;245;0;2;0;6;0
42137;17;14;38;1;343;0;3;1;1;1
2642;2;4;42;1;192;0;3;2;4;1
9280;9;5;26;1;177;0;3;1;4;1
40387;15;5;10;1;196;0;3;2;2;1
29084;2;17;30;0;49;0;2;1;3;7
18689;21;4;15;0;133;0;2;1;5;0
36963;11;5;10;3;186;0;0;0;5;0
45800;22;5;5;1;264;1;3;0;2;0
29231;2;21;35;0;192;0;2;1;3;1
45536;21;19;33;0;193;0;2;2;0;0
12360;13;5;39;2;124;0;1;1;1;1
3849;3;7;23;0;316;0;2;1;0;0
50149;27;18;23;1;288;0;3;1;4;2
34510;8;3;45;0;124;1;2;2;2;0
16194;17;18;57;1;165;0;3;1;0;1
19233;21;19;46;1;207;0;3;0;5;1
30109;3;17;11;1;245;0;3;1;1;0
16193;17;18;56;1;165;0;3;1;0;0
26990;0;15;51;1;131;1;3;1;0;2
36322;10;12;56;1;291;0;3;1;1;1
29267;2;22;25;1;257;0;3;2;3;0
2600;2;3;50;0;96;0;2;0;4;1
16346;17;23;46;3;295;0;0;2;0;1
22547;26;6;46;0;118;0;2;1;3;1
30949;4;12;4;2;230;0;1;1;5;0
1518;1;6;1;1;126;0;3;1;6;0
29340;3;0;37;0;174;0;2;1;1;0
28890;2;12;49;1;148;0;3;0;3;1
32182;5;16;27;0;92;0;2;1;6;3
47297;24;9;14;1;86;0;3;0;1;3
4117;3;13;57;2;298;0;1;1;0;1
22693;26;13;24;1;418;0;3;1;3;0
10825;10;23;35;1;124;0;3;0;0;0
5755;5;10;39;0;153;1;2;1;3;0
38401;12;17;33;1;164;0;3;0;6;0
41167;16;7;59;2;285;1;1;0;3;0
14114;15;4;44;0;289;0;2;1;6;1
48602;25;21;26;1;128;0;3;2;5;0
22625;26;10;9;2;123;1;1;0;3;1
45833;22;5;54;1;262;1;3;1;2;2
39930;14;15;38;0;187;0;2;2;0;0
28230;1;20;2;1;282;0;3;1;2;0
22192;25;18;1;1;27;0;3;0;2;0
14256;15;8;48;0;214;0;2;1;6;2
44505;20;10;31;1;325;0;3;2;4;0
1988;1;15;37;1;232;0;3;0;6;0
25917;30;13;33;1;203;1;3;1;4;0
30020;3;15;5;1;116;0;3;1;1;0
40505;15;9;17;1;252;0;3;0;2;0
16901;18;18;25;1;171;1;3;1;2;0
10561;10;16;4;1;202;1;3;1;0;1
32969;6;11;2;1;233;0;3;1;4;2
38556;12;21;56;3;110;0;0;2;6;0
25991;30;15;52;0;270;0;2;2;4;1
29240;2;21;51;1;248;1;3;1;3;1
15166;16;10;2;1;37;0;3;1;4;1
23580;27;18;14;1;207;0;3;0;1;0
22931;26;23;7;0;117;1;2;0;3;2
37623;11;21;48;2;202;0;1;0;5;1
48889;26;5;20;1;222;0;3;2;6;0
24703;29;1;25;1;313;0;3;0;6;1
22742;26;15;11;0;47;0;2;1;3;1
9741;9;18;3;1;242;0;3;1;4;0
45270;21;11;7;1;361;1;3;2;0;0
15950;17;11;44;1;237;0;3;1;0;0
3765;3;5;39;1;137;1;3;1;0;8
39200;13;17;7;2;237;0;1;2;4;2
25027;29;10;50;1;269;0;3;1;6;0
7846;7;16;21;1;6;0;3;1;5;2
46280;22;20;42;0;249;0;2;1;2;6
12253;13;2;23;2;240;0;1;1;1;0
26049;30;17;30;2;415;0;1;0;4;0
21205;24;6;18;2;186;1;1;0;0;0
16402;18;1;55;2;126;1;1;1;2;0
30013;3;14;58;1;179;0;3;0;1;1
19488;22;3;19;2;152;0;1;2;6;0
31802;5;7;40;1;330;1;3;0;6;0
887;0;16;59;1;208;1;3;1;5;0
39029;13;11;34;0;315;0;2;1;4;0
23620;27;19;29;3;204;0;0;0;1;0
6989;6;20;21;2;290;0;1;0;1;0
38811;13;5;32;1;231;0;3;2;4;0
10808;10;23;2;0;164;0;2;2;0;1
19552;22;5;21;1;132;1;3;1;6;0
1424;1;3;48;1;120;0;3;0;6;1
16523;18;5;46;1;118;0;3;1;2;0
32026;5;12;41;1;328;0;3;1;6;0
26500;0;5;5;1;258;0;3;1;0;0
19581;22;5;59;0;26;0;2;1;6;0
21515;24;17;27;2;290;1;1;1;0;0
112;0;2;1;1;180;0;3;1;5;0
40928;15;22;27;1;7;0;3;0;2;0
7291;7;3;45;1;354;0;3;1;5;2
16199;17;19;4;1;37;0;3;1;0;0
37327;11;14;44;1;227;1;3;1;5;0
11442;11;18;41;1;32;0;3;1;2;0
21074;24;1;57;0;117;0;2;1;0;1
11254;11;12;23;2;247;0;1;0;2;0
24335;28;15;30;1;117;0;3;0;5;0
47606;24;18;18;1;95;0;3;1;1;0
41334;16;14;34;3;93;0;0;1;3;0
43526;19;7;8;0;149;0;2;1;6;0
20452;23;7;12;1;269;1;3;2;4;1
20792;23;18;3;0;220;1;2;1;4;0
17266;19;7;21;0;61;0;2;1;3;0
19477;22;2;33;1;239;0;3;0;6;0
26113;30;19;13;3;322;0;0;1;4;1
27798;1;10;34;2;395;0;1;1;2;0
16835;18;16;12;1;290;0;3;1;2;0
3731;3;4;59;2;258;0;1;1;0;0
1481;1;5;11;2;344;0;1;0;6;2
32298;5;19;25;1;149;0;3;1;6;1
4986;4;11;30;1;112;1;3;2;2;3
35531;9;14;22;1;116;0;3;1;3;0
13794;14;19;29;1;269;0;3;1;5;0
40893;15;21;15;1;258;0;3;2;2;0
1855;1;12;51;1;162;0;3;1;6;2
45580;21;20;52;3;222;1;0;1;0;0
33767;7;6;51;1;305;0;3;1;0;1
389;0;7;51;1;208;0;3;2;5;6
44367;20;6;10;1;407;0;3;0;4;0
39194;13;16;57;1;217;0;3;0;4;0
18624;21;2;20;0;124;1;2;0;5;0
10578;10;16;25;1;253;0;3;0;0;0
38055;12;8;47;1;140;0;3;1;6;1
40880;15;20;47;1;234;1;3;2;2;0
17376;19;10;57;2;320;0;1;1;3;0
4997;4;11;59;1;153;0;3;0;2;0
20306;23;2;58;1;162;0;3;2;4;1
19356;21;23;0;1;193;0;3;1;5;0
27962;1;14;5;1;228;0;3;1;2;4
23255;27;9;4;1;143;0;3;1;1;0
14211;15;7;42;0;81;1;2;2;6;0
45814;22;5;27;1;206;0;3;1;2;3
37564;11;20;29;1;196;0;3;0;5;1
4769;4;5;54;3;43;1;0;1;2;0
26400;0;2;57;0;63;0;2;0;0;0
43833;19;15;48;0;169;0;2;1;6;0
4173;3;15;15;1;347;0;3;1;0;0
18919;21;10;16;1;131;1;3;2;5;0
49246;26;15;52;1;240;0;3;1;6;0
34675;8;8;53;1;365;0;3;1;2;0
24618;28;23;2;1;165;1;3;2;5;0
4946;4;10;20;1;133;0;3;1;2;3
41328;16;14;25;1;124;0;3;1;3;1
6033;5;19;51;0;207;0;2;2;3;0
7619;7;11;11;1;224;0;3;0;5;0
33919;7;11;15;2;404;0;1;1;0;0
19555;22;5;27;0;121;0;2;0;6;0
48057;25;6;58;1;234;0;3;1;5;1
9689;9;17;1;0;155;1;2;1;4;0
39874;14;13;58;1;203;0;3;2;0;1
48863;26;4;49;1;44;0;3;2;6;0
37055;11;7;9;1;151;0;3;1;5;0
34998;8;19;0;1;37;0;3;1;2;3
26732;0;10;29;1;322;0;3;1;0;1
174;0;3;22;1;79;1;3;0;5;1
18287;20;17;16;1;178;0;3;0;1;1
25675;30;5;59;1;205;0;3;1;4;3
41520;16;20;58;2;251;0;1;1;3;0
36176;10;9;37;2;327;1;1;1;1;0
1538;1;6;16;2;113;0;1;0;6;3
35060;8;20;55;1;204;1;3;2;2;0
42291;17;19;1;0;13;0;2;2;1;0
1363;1;2;46;3;287;1;0;1;6;0
37125;11;9;14;1;176;1;3;2;5;0
21644;24;21;36;1;223;0;3;2;0;0
18504;20;22;42;0;169;0;2;1;1;0
18908;21;10;7;1;154;0;3;1;5;0
680;0;12;56;0;82;1;2;1;5;0
13050;14;0;33;1;130;0;3;1;5;1
47519;24;15;23;1;80;0;3;2;1;0
36432;10;15;52;1;80;1;3;0;1;1
33276;6;18;57;1;157;0;3;0;4;2
32934;6;10;11;2;41;1;1;2;4;0
13689;14;16;32;1;21;1;3;0;5;0
406;0;8;0;2;267;0;1;1;5;5
25582;30;3;34;1;158;0;3;1;4;1
19456;22;2;3;2;207;0;1;2;6;1
23749;27;23;7;1;272;1;3;1;1;0
1914;1;13;55;1;135;1;3;2;6;1
7263;7;3;6;1;225;0;3;1;5;1
20238;23;0;49;1;200;0;3;1;4;0
20583;23;11;19;0;220;0;2;0;4;0
29783;3;10;15;0;129;0;2;2;1;0
29566;3;5;10;1;225;0;3;1;1;3
10728;10;20;38;0;151;0;2;2;0;1
33872;7;9;53;0;482;0;2;1;0;1
12067;12;19;35;2;213;1;1;2;3;0
2610;2;4;6;1;489;0;3;1;4;0
42712;18;6;51;1;202;1;3;2;5;0
38078;12;9;23;2;199;0;1;2;6;1
46952;23;23;12;1;248;0;3;2;3;0
31845;5;8;34;0;342;0;2;1;6;0
11108;11;7;33;1;243;1;3;0;2;0
11156;11;8;59;1;204;0;3;1;2;1
32920;6;9;49;1;106;0;3;1;4;0
13422;14;9;25;1;232;0;3;2;5;1
22963;27;0;4;3;206;0;0;1;1;0
22063;25;12;55;1;156;0;3;2;2;0
28483;2;2;4;0;154;0;2;1;3;0
2832;2;8;33;0;82;1;2;1;4;1
27128;0;18;54;1;378;0;3;0;0;0
43733;19;13;14;0;158;1;2;1;6;0
46164;22;16;58;3;304;0;0;2;2;0
3551;3;0;33;1;43;0;3;0;0;0
50083;27;16;26;0;165;0;2;0;4;0
49327;26;18;30;1;212;0;3;1;6;1
12541;13;10;21;2;205;0;1;0;1;1
31486;5;0;12;2;91;0;1;0;6;2
30881;4;10;28;0;315;0;2;2;5;0
37306;11;14;1;2;29;0;1;1;5;1
3273;2;18;31;1;158;0;3;1;4;0
10014;10;0;26;1;152;0;3;2;0;2
45046;21;3;22;1;403;0;3;2;0;1
46920;23;22;8;1;43;0;3;1;3;0
15088;16;7;59;2;163;1;1;0;4;0
18375;20;19;24;2;200;0;1;0;1;0
49090;26;11;32;1;136;1;3;0;6;2
24885;29;6;21;1;78;0;3;1;6;0
28884;2;12;44;0;124;0;2;0;3;7
5141;4;15;38;1;223;1;3;0;2;0
27127;0;18;53;3;238;0;0;0;0;4
44582;20;12;37;0;24;1;2;1;4;0
20195;22;23;18;1;315;0;3;1;6;0
30581;4;3;41;1;199;1;3;1;5;0
48679;25;23;19;1;226;0;3;1;5;2
36218;10;10;35;0;259;0;2;1;1;0
20975;23;23;18;3;70;0;0;0;4;0
23736;27;22;43;3;216;0;0;0;1;3
16589;18;7;47;0;313;0;2;2;2;2
30106;3;16;58;2;514;1;1;2;1;0
25711;30;7;4;3;42;0;0;1;4;0
23064;27;3;9;0;236;1;2;1;1;0
13156;14;3;14;2;193;0;1;0;5;1
35517;9;13;47;1;280;0;3;1;3;3
46482;23;3;39;3;121;1;0;1;3;0
22412;26;1;38;0;273;1;2;1;3;0
26564;0;6;42;1;46;1;3;1;0;1
19624;22;7;15;1;383;0;3;2;6;0
45475;21;17;13;1;176;0;3;1;0;1
50080;27;16;19;3;288;0;0;1;4;4
20466;23;7;46;2;67;0;1;1;4;0
19493;22;3;33;1;182;0;3;1;6;0
45899;22;8;21;1;147;0;3;0;2;3
12251;13;2;19;0;208;0;2;1;1;1
10179;10;4;48;1;178;0;3;0;0;1
22318;25;22;35;0;178;0;2;1;2;0
49048;26;10;22;0;222;0;2;1;6;0
38578;12;22;36;1;335;0;3;1;6;0
38402;12;17;34;1;164;0;3;0;6;1
11580;12;0;37;2;186;1;1;0;3;0
19540;22;5;6;0;165;1;2;0;6;0
22918;26;22;38;1;130;0;3;0;3;0
42633;18;4;57;0;213;0;2;2;5;0
